level,game_object_id,transform_id,name,path,active_self,layer,components,component_ids,keyword_match
level74,646,2284,Cylinder (37),MovingGate Blue/Base/Visuals/Cylinder (37),True,0,Transform;MeshFilter;MeshRenderer,2284;5482;3987,False
level74,647,2386,Cylinder (20),BigGate (1)/Visuals/Cylinder (20),True,0,Transform;MeshFilter;MeshRenderer,2386;4775;3796,False
level74,648,2514,Line028,Champs/Stadium/stadium2/Line028,True,0,Transform;MeshFilter;MeshRenderer,2514;4689;3834,False
level74,649,2830,Cylinder (24),MovingGate Blue/Base/Visuals/Cylinder (24),True,0,Transform;MeshFilter;MeshRenderer,2830;4593;3370,False
level74,650,2013,Cube (1),MovingGate Blue/Base/Visuals/Cube (1),True,0,Transform;MeshRenderer;MeshFilter,2013;3419;4642,False
level74,651,2202,VisionTag (3),CenterGoal Blue/Visuals/VisionTag (3),True,0,Transform,2202,True
level74,652,1872,Cube (9),MovingGate Blue/Arm/Physics/Cube (9),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,1872;5636;3890;5865,False
level74,653,2154,Cube (1),MovingGate Red/Arm/Visuals/Cube (1),True,0,Transform;MeshRenderer;MeshFilter,2154;3810;4779,False
level74,654,1883,Cube (5),BigGate (1)/Visuals/Cube (5),True,0,Transform;MeshRenderer;MeshFilter,1883;3658;5131,False
level74,655,2878,Line040,Champs/Stadium/stadium2/Line040,True,0,Transform;MeshFilter;MeshRenderer,2878;4674;4326,False
level74,656,2489,side1,HangBlue/Visuals/side1,True,0,Transform,2489,False
level74,657,1867,Cube (40),CenterGoal Red/Visuals/Cube (40),True,0,Transform;MeshRenderer;MeshFilter,1867;3820;5161,True
level74,658,2493,Plane,BigGate (1)/Visuals/VisionTag (2)/Plane,True,0,Transform;MeshFilter;MeshRenderer,2493;5686;3408,False
level74,659,3112,Cylinder (52),MovingGate Blue/Base/Visuals/Cylinder (52),True,0,Transform;MeshFilter;MeshRenderer,3112;4822;3929,False
level74,660,2223,Cylinder,HangBlue/Physics/Cylinder,True,0,Transform;MeshFilter;MeshRenderer;CapsuleCollider,2223;4682;3361;5985,False
level74,661,1869,Cube,CenterGoal Blue/Physics/funnel/Cube,True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,1869;5043;3686;5911,True
level74,662,2844,Cube (4),MovingGate Red/Arm/Visuals/Cube (4),True,0,Transform;MeshFilter;MeshRenderer,2844;4702;3661,False
level74,663,3148,Plane (1),CenterGoal Red/Visuals/VisionTag (2)/Plane (1),True,0,Transform;MeshFilter;MeshRenderer,3148;5509;3775,True
level74,664,2462,Cylinder (3),CenterGoal Red/Visuals/Cylinder (3),True,0,Transform;MeshFilter;MeshRenderer,2462;4869;3881,True
level74,665,2937,Cube,CenterGoal Blue/Visuals/lside/Cube,True,0,Transform;MeshFilter;MeshRenderer,2937;5372;3303,True
level74,666,1937,Physics,MovingGate Blue/Base/Physics,True,0,Transform,1937,False
level74,667,2838,Cube (8),Wharehouse Red/PlayerStation/Physics/Cube (8),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,2838;4872;4265;5855,False
level74,668,2911,Cube (3),MovingGate Red/Base/Visuals/Cube (3),True,0,Transform;MeshRenderer;MeshFilter,2911;3320;5130,False
level74,669,2927,bs_out (4),CenterGoal Red/Physics/bs_out (4),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider;MonoBehaviour;Rigidbody,2927;5225;4391;5924;6086;5743,True
level74,670,2391,xRClogo,Champs/Stadium/xRClogo,True,0,Transform;SpriteRenderer,2391;5991,False
level74,671,2338,PlayerStation,Wharehouse Blue/PlayerStation,True,0,Transform,2338,False
level74,672,2097,Cylinder (19),CenterGoal Blue/Visuals/Cylinder (19),True,0,Transform;MeshFilter;MeshRenderer,2097;5034;3547,True
level74,673,2565,Cube (18),CenterGoal Red/Physics/Cube (18),False,0,Transform;MeshFilter;MeshRenderer;BoxCollider,2565;4579;3505;5783,True
level74,674,2036,VisionTag (1),HangBlue/Visuals/VisionTag (1),True,0,Transform,2036,False
level74,675,2089,Cube (20),CenterGoal Blue/Physics/Cube (20),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,2089;4892;3806;5873,True
level74,676,1973,Cylinder (34),BigGate/Visuals/Cylinder (34),True,0,Transform;MeshFilter;MeshRenderer,1973;5039;4115,False
level74,677,2858,RlightLit (2),CenterGoal Blue/Visuals/Lights/Lit/RlightLit (2),True,0,Transform;MeshRenderer;MeshFilter,2858;3444;4649,True
level74,678,2062,Cube (29),CenterGoal Red/Visuals/Cube (29),True,0,Transform;MeshFilter;MeshRenderer,2062;5694;3684,True
level74,679,2303,Cube (8),CenterGoal Blue/Physics/Cube (8),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,2303;5609;3766;5892,True
level74,680,1988,Cylinder (13),MovingGate Red/Base/Visuals/Cylinder (13),True,0,Transform;MeshFilter;MeshRenderer,1988;4954;3579,False
level74,681,2409,Cube (2),HangBlue/Visuals/Cube (2),True,0,Transform;MeshRenderer;MeshFilter,2409;3718;5479,False
level74,682,2009,Physics,Wharehouse Blue/Detector/Physics,True,0,Transform,2009,False
level74,683,1931,Cube (46),CenterGoal Blue/Visuals/Cube (46),True,0,Transform;MeshRenderer;MeshFilter,1931;3581;4818,True
level74,684,1949,firstlogo,Wharehouse Red/PlayerStation/Visuals/firstlogo,True,0,Transform;MeshFilter;MeshRenderer,1949;5224;3593,False
level74,685,2817,Cylinder (21),BigGate (1)/Visuals/Cylinder (21),True,0,Transform;MeshFilter;MeshRenderer,2817;5032;3374,False
level74,686,2649,Cylinder (28),MovingGate Red/Base/Visuals/Cylinder (28),True,0,Transform;MeshFilter;MeshRenderer,2649;5366;4133,False
level74,687,3004,Plane (2),CenterGoal Red/Visuals/VisionTag (8)/Plane (2),True,0,Transform;MeshFilter;MeshRenderer,3004;4699;3848,True
level74,688,2572,Cylinder (14),BigGate (1)/Visuals/Cylinder (14),True,0,Transform;MeshFilter;MeshRenderer,2572;5424;3921,False
level74,689,2653,Cube (1),CenterGoal Blue/Visuals/rside/Cube (1),True,0,Transform;MeshRenderer;MeshFilter,2653;3321;5632,True
level74,690,2444,RlightUnlit (5),CenterGoal Blue/Visuals/Lights/Unlit/RlightUnlit (5),True,0,Transform;MeshRenderer;MeshFilter,2444;3337;5243,True
level74,691,2091,Shape025,Champs/Stadium/stadium2/Shape025,True,0,Transform,2091,False
level74,692,3066,Cube (7),Wharehouse Red/PlayerStation/Physics/Cube (7),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,3066;4931;4140;5787,False
level74,693,2374,Shape038,Champs/Stadium/stadium2/Shape038,True,0,Transform;MeshFilter;MeshRenderer,2374;4921;3752,False
level74,694,3039,Box195,Champs/Stadium/stadium2/Box195,True,0,Transform;MeshFilter;MeshRenderer,3039;5532;3966,False
level74,695,2449,Cylinder,MovingGate Blue/Base/Visuals/Cylinder,True,0,Transform;MeshFilter;MeshRenderer,2449;4736;4150,False
level74,696,2103,Cylinder (18),MovingGate Red/Base/Visuals/Cylinder (18),True,0,Transform;MeshFilter;MeshRenderer,2103;5664;4322,False
level74,697,2133,Line033,Champs/Stadium/stadium2/Line033,True,0,Transform;MeshFilter;MeshRenderer,2133;5286;3784,False
level74,698,1887,Cylinder (8),CenterGoal Blue/Visuals/Cylinder (8),True,0,Transform;MeshFilter;MeshRenderer,1887;4587;4002,True
level74,699,3012,Cylinder (8),PlayerStations (3)/Visuals/Cylinder (8),True,0,Transform;MeshFilter;MeshRenderer,3012;5596;3622,False
level74,700,3011,Cylinder (8),PlayerStations (2)/Visuals/Cylinder (8),True,0,Transform;MeshFilter;MeshRenderer,3011;5595;3621,False
level74,701,2641,Cube (24),CenterGoal Red/Visuals/Cube (24),True,0,Transform;MeshFilter;MeshRenderer,2641;4986;4289,True
level74,702,1928,Cylinder (7),MovingGate Blue/Base/Visuals/Cylinder (7),True,0,Transform;MeshFilter;MeshRenderer,1928;4611;3583,False
level74,703,2033,Plane (1),HangRed/Visuals/VisionTag/Plane (1),True,0,Transform;MeshFilter;MeshRenderer,2033;4854;3391,False
level74,704,2323,Physics,MovingGate Blue/Arm/Physics,True,0,Transform,2323,False
level74,705,3035,MovingGate Blue,MovingGate Blue,True,0,Transform,3035,False
level74,706,3120,Cube (1),MovingGate Red/Base/Physics/Cube (1),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,3120;5416;3472;5777,False
level74,707,1950,Cylinder (19),MovingGate Blue/Base/Visuals/Cylinder (19),True,0,Transform;MeshFilter;MeshRenderer,1950;4662;3830,False
level74,708,2868,Cube,CenterGoal Blue/Visuals/lside/Cube,True,0,Transform;MeshRenderer;MeshFilter,2868;4030;4752,True
level74,709,2975,bs_out (2),CenterGoal Red/Physics/bs_out (2),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider;MonoBehaviour;Rigidbody,2975;5688;3790;5859;6101;5731,True
level74,710,2872,Cylinder (22),BigGate (1)/Visuals/Cylinder (22),True,0,Transform;MeshFilter;MeshRenderer,2872;5065;3986,False
level74,711,1905,Plane (4),CenterGoal Blue/Visuals/VisionTag (8)/Plane (4),True,0,Transform;MeshFilter;MeshRenderer,1905;4866;3910,True
level74,712,2141,Cube (24),PlayerStations (3)/Visuals/Cube (24),True,0,Transform;MeshFilter;MeshRenderer,2141;5651;3882,False
level74,713,2142,Cube (24),PlayerStations (2)/Visuals/Cube (24),True,0,Transform;MeshFilter;MeshRenderer,2142;5652;3883,False
level74,714,2048,Cylinder (12),BigGate/Visuals/Cylinder (12),True,0,Transform;MeshFilter;MeshRenderer,2048;5544;4160,False
level74,715,3104,Cylinder (22),MovingGate Blue/Base/Visuals/Cylinder (22),True,0,Transform;MeshFilter;MeshRenderer,3104;4932;3914,False
level74,716,2452,Cylinder (15),CenterGoal Blue/Visuals/Cylinder (15),True,0,Transform;MeshFilter;MeshRenderer,2452;5093;3936,True
level74,717,2882,Cube,CenterGoal Blue/Physics/funnel/Cube,True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,2882;4820;3713;5934,True
level74,718,1904,VisionTag (1),CenterGoal Red/Visuals/VisionTag (1),True,0,Transform,1904,True
level74,719,2816,Cube (1),HangBlue/Visuals/side1/Cube (1),True,0,Transform;MeshRenderer;MeshFilter,2816;3832;5174,False
level74,720,2616,Cube (4),MovingGate Blue/Arm/Visuals/Cube (4),True,0,Transform;MeshRenderer;MeshFilter,2616;3612;4824,False
level74,721,1922,Cylinder (46),BigGate/Visuals/Cylinder (46),True,0,Transform;MeshFilter;MeshRenderer,1922;5222;4357,False
level74,722,2066,RectRounded (1),Depot/Visuals/RectRounded (1),True,0,Transform;MeshRenderer;MeshFilter,2066;3596;4930,False
level74,723,2991,Cube (28),CenterGoal Blue/Visuals/Cube (28),True,0,Transform;MeshFilter;MeshRenderer,2991;4780;4137,True
level74,724,2609,Cylinder (4),CenterGoal Blue/Visuals/Cylinder (4),True,0,Transform;MeshFilter;MeshRenderer,2609;5674;3742,True
level74,725,2631,Arm,MovingGate Blue/Arm,True,0,Transform,2631,False
level74,726,2372,Cube (6),CenterGoal Blue/Physics/Cube (6),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,2372;5580;3590;5856,True
level74,727,2196,Box202,Champs/Stadium/stadium2/Box202,True,0,Transform;MeshFilter;MeshRenderer,2196;5475;3652,False
level74,728,2982,Cube,CenterGoal Red/Physics/funnel/Cube,True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,2982;4668;3663;5852,True
level74,729,2562,Pipe,Wharehouse Blue/PlayerStation/Visuals/Pipe,True,0,Transform;MeshRenderer;MeshFilter;MeshCollider,2562;4287;5549;5750,False
level74,730,2547,Cylinder (45),MovingGate Blue/Base/Visuals/Cylinder (45),True,0,Transform;MeshFilter;MeshRenderer,2547;5114;4194,False
level74,731,2528,Visuals,Ramp (2)/Visuals,True,0,Transform,2528,True
level74,732,2527,Visuals,Ramp (3)/Visuals,True,0,Transform,2527,True
level74,733,2526,Visuals,Ramp (1)/Visuals,True,0,Transform,2526,True
level74,734,2015,Box178,Champs/Stadium/stadium2/Box178,True,0,Transform;MeshFilter;MeshRenderer,2015;5192;3386,False
level74,735,2263,Cube (11),Wharehouse Red/PlayerStation/Physics/Cube (11),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,2263;4703;3678;5870,False
level74,736,2319,Shape037,Champs/Stadium/stadium2/Shape037,True,0,Transform;MeshFilter;MeshRenderer,2319;4646;4161,False
level74,737,2182,Cube (5),MovingGate Red/Arm/Physics/Cube (5),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,2182;5008;3903;5808,False
level74,738,2990,Cylinder (23),BigGate/Visuals/Cylinder (23),True,0,Transform;MeshFilter;MeshRenderer,2990;5052;3955,False
level74,739,2158,Cylinder (3),MovingGate Blue/Base/Visuals/Cylinder (3),True,0,Transform;MeshFilter;MeshRenderer,2158;4734;3457,False
level74,740,2266,Cylinder (13),CenterGoal Red/Visuals/Cylinder (13),True,0,Transform;MeshFilter;MeshRenderer,2266;4851;4404,True
level74,741,1977,Goals,Champs/ChampsLights/Goals,True,0,Transform;Light;MonoBehaviour,1977;5966;6102,True
level74,742,3065,Cylinder (36),MovingGate Red/Base/Visuals/Cylinder (36),True,0,Transform;MeshFilter;MeshRenderer,3065;4661;4231,False
level74,743,2834,Cube (21),CenterGoal Red/Physics/Cube (21),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,2834;5423;4274;5872,True
level74,744,2222,Lever,Wharehouse Blue/Lever,True,0,Transform;Rigidbody;HingeJoint;MonoBehaviour;MonoBehaviour,2222;5738;5747;6089;6081,False
level74,745,3097,Cylinder (42),BigGate/Visuals/Cylinder (42),True,0,Transform;MeshFilter;MeshRenderer,3097;5026;3627,False
level74,746,2935,Cube (34),CenterGoal Red/Visuals/Cube (34),True,0,Transform;MeshFilter;MeshRenderer,2935;4939;3838,True
level74,747,3093,Cylinder (7),BigGate/Visuals/Cylinder (7),True,0,Transform;MeshFilter;MeshRenderer,3093;5492;3425,False
level74,748,2688,Cylinder (5),MovingGate Red/Base/Visuals/Cylinder (5),True,0,Transform;MeshFilter;MeshRenderer,2688;5604;3327,False
level74,749,3021,Cube (42),CenterGoal Red/Visuals/Cube (42),True,0,Transform;MeshRenderer;MeshFilter,3021;3308;4721,True
level74,750,2907,balldetector,Wharehouse Blue/Reload/balldetector,True,0,Transform;MeshFilter;MeshRenderer;BoxCollider;Rigidbody;MonoBehaviour,2907;4621;3745;5862;5720;6084,True
level74,751,2597,Depot (1),Depot (1),True,0,Transform,2597,False
level74,752,2167,Cylinder (41),BigGate/Visuals/Cylinder (41),True,0,Transform;MeshFilter;MeshRenderer,2167;5209;4215,False
level74,753,2867,Box167,Champs/Stadium/stadium2/Box167,True,0,Transform;MeshFilter;MeshRenderer,2867;5059;3687,False
level74,754,3053,Cube (14),CenterGoal Red/Physics/Cube (14),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,3053;5280;3979;5926,True
level74,755,2379,Pipe (2),HangRed/Visuals/Pipe (2),True,0,Transform;MeshRenderer;MeshFilter,2379;3819;5701,False
level74,756,3040,side2,HangBlue/Visuals/side2,True,0,Transform,3040,False
level74,757,2299,Cylinder (36),BigGate/Visuals/Cylinder (36),True,0,Transform;MeshFilter;MeshRenderer,2299;5242;3510,False
level74,758,2218,Physics,HangRed/Physics,True,0,Transform,2218,False
level74,759,2394,Cylinder (17),MovingGate Red/Base/Visuals/Cylinder (17),True,0,Transform;MeshFilter;MeshRenderer,2394;5395;3628,False
level74,760,3016,Decal,PlayerStations (3)/Visuals/Decal,True,0,Transform;MeshFilter;MeshRenderer,3016;5592;4387,False
level74,761,3015,Decal,PlayerStations (2)/Visuals/Decal,True,0,Transform;MeshFilter;MeshRenderer,3015;5591;4386,False
level74,762,2232,sideplate (1),MovingGate Blue/Base/Visuals/sideplate (1),True,0,Transform;MeshRenderer;MeshFilter,2232;3491;4727,False
level74,763,3122,Cylinder (11),MovingGate Red/Base/Visuals/Cylinder (11),True,0,Transform;MeshFilter;MeshRenderer,3122;4853;3569,False
level74,764,1983,Cube (40),CenterGoal Red/Visuals/Cube (39)/Cube (40),True,0,Transform;MeshRenderer;MeshFilter,1983;3691;5417,True
level74,765,2251,Object009,Champs/Stadium/stadium2/Object009,True,0,Transform;MeshFilter;MeshRenderer,2251;5700;4422,False
level74,766,3128,Cube (40),CenterGoal Red/Visuals/Cube (43)/Cube (40),True,0,Transform;MeshRenderer;MeshFilter,3128;4134;4697,True
level74,767,3025,Cube (4),HangBlue/Physics/Cube (4),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,3025;4562;4010;5899,False
level74,768,2023,Cube (5),HangRed/Visuals/side2/Cube (5),True,0,Transform;MeshRenderer;MeshFilter,2023;4123;5451,False
level74,769,2274,Plane (4),HangBlue/Visuals/VisionTag (1)/Plane (4),True,0,Transform;MeshFilter;MeshRenderer,2274;5407;3601,False
level74,770,2906,Cube,HangRed/Visuals/Cube,True,0,Transform;MeshRenderer;MeshFilter,2906;3841;5481,False
level74,771,2533,Plane (3),CenterGoal Red/Visuals/VisionTag (8)/Plane (3),True,0,Transform;MeshFilter;MeshRenderer,2533;4717;4113,True
level74,772,2275,Cylinder (51),MovingGate Red/Base/Visuals/Cylinder (51),True,0,Transform;MeshFilter;MeshRenderer,2275;5077;4119,False
level74,773,2968,Cylinder (48),MovingGate Blue/Base/Visuals/Cylinder (48),True,0,Transform;MeshFilter;MeshRenderer,2968;5028;3461,False
level74,774,2079,Cube (31),PlayerStations (2)/Visuals/Cube (31),True,0,Transform;MeshFilter;MeshRenderer,2079;4640;4413,False
level74,775,2080,Cube (31),PlayerStations (3)/Visuals/Cube (31),True,0,Transform;MeshFilter;MeshRenderer,2080;4639;4414,False
level74,776,3031,Plane (2),CenterGoal Red/Visuals/VisionTag (5)/Plane (2),True,0,Transform;MeshFilter;MeshRenderer,3031;4777;4411,True
level74,777,2256,Cylinder (11),CenterGoal Red/Visuals/Cylinder (11),True,0,Transform;MeshFilter;MeshRenderer,2256;5559;4399,True
level74,778,2136,Cube (1),MovingGate Blue/Arm/Visuals/Cube (1),True,0,Transform;MeshRenderer;MeshFilter,2136;4325;4730,False
level74,779,2617,Cube (48),CenterGoal Blue/Visuals/Cube (48),True,0,Transform;MeshFilter;MeshRenderer,2617;5496;3931,True
level74,780,2468,Physics,Depot/Physics,True,0,Transform,2468,False
level74,781,2378,Cube,CenterGoal Red/Visuals/Cube,True,0,Transform;MeshFilter;MeshRenderer,2378;5380;3799,True
level74,782,2224,Cube (1),Depot/Physics/Cube (1),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,2224;4881;3871;5774,False
level74,783,2652,Line038,Champs/Stadium/stadium2/Line038,True,0,Transform;MeshFilter;MeshRenderer,2652;5170;4165,False
level74,784,2930,Plane (2),CenterGoal Red/Visuals/VisionTag (7)/Plane (2),True,0,Transform;MeshFilter;MeshRenderer,2930;4722;3899,True
level74,785,3050,Cube (35),CenterGoal Red/Visuals/Cube (35),True,0,Transform;MeshFilter;MeshRenderer,3050;5536;3520,True
level74,786,1831,Cube,BigGate (1)/Visuals/Cube,True,0,Transform;MeshRenderer;MeshFilter,1831;3276;5138,False
level74,787,2973,Cube (32),CenterGoal Red/Visuals/Cube (32),True,0,Transform;MeshFilter;MeshRenderer,2973;5385;4182,True
level74,788,1943,Cube (3),CenterGoal Blue/Visuals/rside/Cube (3),True,0,Transform;MeshFilter;MeshRenderer,1943;4885;3416,True
level74,789,2376,Cube,CenterGoal Red/Physics/funnel/Cube,True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,2376;5078;3872;5798,True
level74,790,2318,Lights,CenterGoal Red/Visuals/Lights,True,0,Transform,2318,True
level74,791,2786,Cylinder (41),MovingGate Red/Base/Visuals/Cylinder (41),True,0,Transform;MeshFilter;MeshRenderer,2786;4960;3688,False
level74,792,2068,Cylinder (14),MovingGate Blue/Base/Visuals/Cylinder (14),True,0,Transform;MeshFilter;MeshRenderer,2068;5678;3598,False
level74,793,2057,Box201,Champs/Stadium/stadium2/Box201,True,0,Transform;MeshFilter;MeshRenderer,2057;5069;3623,False
level74,794,2924,HangBlue,HangBlue,True,0,Transform,2924,False
level74,795,2001,Cube (20),CenterGoal Red/Visuals/Cube (20),True,0,Transform;MeshFilter;MeshRenderer,2001;5430;3359,True
level74,796,1995,Cube (26),CenterGoal Blue/Visuals/Cube (26),True,0,Transform;MeshFilter;MeshRenderer,1995;4767;4207,True
level74,797,2129,Cylinder (1),BigGate/Visuals/Cylinder (1),True,0,Transform;MeshFilter;MeshRenderer,2129;5160;3782,False
level74,798,1902,Cylinder (44),MovingGate Red/Base/Visuals/Cylinder (44),True,0,Transform;MeshFilter;MeshRenderer,1902;5426;3813,False
level74,799,2047,Cube,MovingGate Blue/Base/Visuals/Cube,True,0,Transform;MeshFilter;MeshRenderer,2047;5250;4127,False
level74,800,2072,Cube (40),CenterGoal Red/Visuals/Cube (40)/Cube (40),True,0,Transform;MeshRenderer;MeshFilter,2072;3875;5269,True
level74,801,2092,Cube (3),MovingGate Red/Arm/Visuals/Cube (3),True,0,Transform;MeshFilter;MeshRenderer,2092;5637;3959,False
level74,802,3091,Cube (8),MovingGate Blue/Arm/Physics/Cube (8),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,3091;4660;4003;5824,False
level74,803,2078,Plane,BigGate (1)/Visuals/VisionTag (3)/Plane,True,0,Transform;MeshFilter;MeshRenderer,2078;5502;3630,False
level74,804,2230,Cylinder (4),MovingGate Blue/Base/Visuals/Cylinder (4),True,0,Transform;MeshFilter;MeshRenderer,2230;4720;3412,False
level74,805,2661,Cylinder (37),BigGate (1)/Visuals/Cylinder (37),True,0,Transform;MeshFilter;MeshRenderer,2661;4756;3507,False
level74,806,3103,Area Light (6),CenterGoal Blue/Visuals/Lights/Lit/Area Light (6),True,0,Transform;Light;MonoBehaviour,3103;5965;6113,True
level74,807,2427,topplate,MovingGate Red/Base/Visuals/topplate,True,0,Transform;MeshRenderer;MeshFilter,2427;4321;4808,False
level74,808,3106,funnel,CenterGoal Red/Physics/funnel,True,0,Transform,3106,True
level74,809,2204,Cube (6),CenterGoal Blue/Visuals/Cube (6),True,0,Transform;MeshFilter;MeshRenderer,2204;4670;3553,True
level74,810,2381,Cylinder (29),MovingGate Red/Base/Visuals/Cylinder (29),True,0,Transform;MeshFilter;MeshRenderer,2381;5186;3560,False
level74,811,2396,VisionTag (8),CenterGoal Red/Visuals/VisionTag (8),True,0,Transform,2396,True
level74,812,2966,Plane (4),MovingGate Blue/Arm/Visuals/VisionTag (3)/Plane (4),True,0,Transform;MeshFilter;MeshRenderer,2966;5061;3397,False
level74,813,3051,sideplate,BigGate/Visuals/sideplate,True,0,Transform;MeshRenderer;MeshFilter,3051;3328;5568,False
level74,814,2189,Base,MovingGate Red/Base,True,0,Transform,2189,False
level74,815,1976,Cylinder (49),MovingGate Red/Base/Visuals/Cylinder (49),True,0,Transform;MeshFilter;MeshRenderer,1976;4996;4218,False
level74,816,3049,Plane,CenterGoal Blue/Visuals/VisionTag (4)/Plane,True,0,Transform;MeshFilter;MeshRenderer,3049;4601;3484,True
level74,817,2481,Box172,Champs/Stadium/stadium2/Box172,True,0,Transform;MeshFilter;MeshRenderer,2481;5276;3377,False
level74,818,2959,Fuel (5),Wharehouse Red/Reload/Locations/Fuel (5),True,0,Transform;Rigidbody;SphereCollider;MeshFilter;MeshRenderer;MonoBehaviour,2959;5741;5972;5249;3950;6098,True
level74,819,2178,Cube (26),PlayerStations (2)/Visuals/Cube (26),True,0,Transform;MeshFilter;MeshRenderer,2178;5655;3723,False
level74,820,2179,Cube (26),PlayerStations (3)/Visuals/Cube (26),True,0,Transform;MeshFilter;MeshRenderer,2179;5654;3724,False
level74,821,2102,Plane (1),MovingGate Blue/Arm/Visuals/VisionTag (2)/Plane (1),True,0,Transform;MeshFilter;MeshRenderer,2102;5136;3532,False
level74,822,3073,Visuals,BigGate/Visuals,True,0,Transform,3073,False
level74,823,1851,Cylinder (15),BigGate (1)/Visuals/Cylinder (15),True,0,Transform;MeshFilter;MeshRenderer,1851;5364;3714,False
level74,824,3123,Cube (1),CenterGoal Red/Visuals/lside/Cube (1),True,0,Transform;MeshRenderer;MeshFilter,3123;3804;4636,True
level74,825,2971,Cube (2),Ramp (3)/Physics/Cube (2),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,2971;5236;3940;5780,True
level74,826,2972,Cube (2),Ramp (2)/Physics/Cube (2),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,2972;5237;3939;5781,True
level74,827,2970,Cube (2),Ramp (1)/Physics/Cube (2),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,2970;5235;3938;5782,True
level74,828,1882,Wharehouse Red,Wharehouse Red,True,0,Transform,1882,False
level74,829,2423,Arch,Wharehouse Red/PlayerStation/Visuals/Arch,True,0,Transform;MeshRenderer;MeshFilter,2423;4129;4620,False
level74,830,3109,Cube,BigGate (1)/Physics/Cube,True,0,Transform;MeshRenderer;MeshFilter;MeshCollider,3109;3527;5139;5762,False
level74,831,1816,Plane (3),CenterGoal Blue/Visuals/VisionTag (7)/Plane (3),True,0,Transform;MeshFilter;MeshRenderer,1816;4844;3538,True
level74,832,2835,Cylinder (9),BigGate/Visuals/Cylinder (9),True,0,Transform;MeshFilter;MeshRenderer,2835;5369;3866,False
level74,833,2148,Cube (5),HangRed/Physics/Cube (5),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,2148;5060;4396;5906,False
level74,834,2363,Plane (4),CenterGoal Blue/Visuals/VisionTag (4)/Plane (4),True,0,Transform;MeshFilter;MeshRenderer,2363;5383;3516,True
level74,835,2112,Cylinder (17),BigGate (1)/Visuals/Cylinder (17),True,0,Transform;MeshFilter;MeshRenderer,2112;4583;4279,False
level74,836,2281,Cube (6),Wharehouse Red/PlayerStation/Physics/Cube (6),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,2281;5244;3488;5854,False
level74,837,3121,Cylinder (7),CenterGoal Red/Visuals/Cylinder (7),True,0,Transform;MeshFilter;MeshRenderer,3121;4705;3869,True
level74,838,2464,Cube,CenterGoal Red/Visuals/Cube,False,0,Transform;MeshRenderer;MeshFilter,2464;4162;4638,True
level74,839,2199,Cube (9),Wharehouse Blue/PlayerStation/Physics/Cube (9),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,2199;4711;3999;5937,False
level74,840,2362,Cylinder (5),BigGate (1)/Visuals/Cylinder (5),True,0,Transform;MeshFilter;MeshRenderer,2362;4655;4180,False
level74,841,3008,Box179,Champs/Stadium/stadium2/Box179,True,0,Transform;MeshFilter;MeshRenderer,3008;5213;3949,False
level74,842,2017,Cube (1),BigGate/Physics/Cube (1),True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,2017;4883;3306;5860,False
level74,843,2334,Cube,CenterGoal Blue/Visuals/Funnel/Cube,True,0,Transform;MeshRenderer;MeshFilter,2334;3690;5159,True
level74,844,2903,Visuals,CenterGoal Blue/Visuals,True,0,Transform,2903,True
level74,845,2397,Cube (43),CenterGoal Blue/Visuals/Cube (43),True,0,Transform;MeshRenderer;MeshFilter,2397;3928;5470,True
level74,846,3076,Cube,Wharehouse Red/Detector/Physics/Cube,True,0,Transform;MeshFilter;MeshRenderer;BoxCollider,3076;5129;4328;5839,False
level74,847,2809,Plane (3),BigGate (1)/Visuals/VisionTag (2)/Plane (3),True,0,Transform;MeshFilter;MeshRenderer,2809;5508;3485,False
level74,848,2315,RlightUnlit,CenterGoal Red/Visuals/Lights/Unlit/RlightUnlit,True,0,Transform;MeshRenderer;MeshFilter,2315;4197;4700,True
